"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0470011,East Windsor School District,6,Math,Female,29,37,30,41,29,40,27.60%,43.20%,46.70%,14.60%,48.30%,25.00%,46.10%,63.60%,61.70%,36.70%,66.60%,38.80%
0470011,East Windsor School District,6,Math,Male,44,36,31,37,35,37,31.80%,41.70%,45.20%,8.10%,57.10%,35.10%,52.40%,66.20%,73.40%,24.00%,75.80%,50.10%
0470011,East Windsor School District,7,ELA,Female,35,27,33,35,37,32,28.60%,22.20%,33.30%,34.30%,32.40%,56.30%,57.20%,47.70%,53.80%,49.10%,54.50%,72.50%
0470011,East Windsor School District,7,ELA,Male,27,42,40,28,32,32,25.90%,26.20%,27.50%,25.00%,53.10%,25.00%,50.70%,47.50%,53.30%,40.40%,68.20%,48.60%
0470011,East Windsor School District,7,Math,Female,35,27,33,35,35,32,25.70%,25.90%,18.20%,17.10%,68.60%,59.40%,45.60%,49.50%,26.50%,35.50%,86.80%,80.50%
0470011,East Windsor School District,7,Math,Male,27,42,40,30,32,32,29.60%,38.10%,32.50%,30.00%,81.30%,56.30%,55.40%,55.50%,47.60%,36.20%,90.00%,66.90%
0470011,East Windsor School District,8,ELA,Female,28,34,28,36,38,36,39.30%,35.30%,46.40%,30.60%,31.60%,30.60%,60.30%,53.60%,63.20%,50.60%,49.60%,51.80%
0470011,East Windsor School District,8,ELA,Male,40,31,41,42,32,36,40.00%,32.30%,34.10%,26.20%,43.80%,30.60%,62.70%,42.00%,46.20%,55.70%,57.40%,42.40%
0470011,East Windsor School District,8,Math,Female,28,33,28,36,38,36,60.70%,33.30%,39.30%,36.10%,39.50%,16.70%,85.20%,59.50%,56.80%,51.80%,51.40%,20.80%
0470011,East Windsor School District,8,Math,Male,41,31,41,43,32,34,53.70%,19.40%,36.60%,27.90%,56.30%,29.40%,71.00%,30.00%,45.70%,44.30%,67.80%,44.70%
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),4,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),4,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),5,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),5,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),6,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),6,ELA,Male,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),6,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),6,Math,Male,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),7,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),7,ELA,Male,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),7,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),8,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),8,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,4,ELA,Female,*,*,7,*,*,13,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,4,ELA,Male,*,*,7,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,4,Math,Female,*,*,7,*,*,12,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,4,Math,Male,*,*,7,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,5,ELA,Female,10,*,11,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,5,ELA,Male,9,*,6,7,11,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,5,Math,Female,10,*,11,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,5,Math,Male,9,*,6,7,11,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,6,ELA,Female,*,10,*,11,*,10,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,6,ELA,Male,*,10,*,6,*,11,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,6,Math,Female,*,10,*,11,*,10,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,6,Math,Male,*,10,*,6,*,11,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,7,ELA,Female,*,*,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,7,ELA,Male,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,7,Math,Female,*,*,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,7,Math,Male,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,8,ELA,Female,9,6,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,8,ELA,Male,6,6,*,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,8,Math,Female,9,6,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,8,Math,Male,6,6,*,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0460011,Easton School District,4,ELA,Female,46,58,42,47,50,42,76.10%,48.30%,50.00%,61.70%,64.00%,57.10%,89.90%,65.80%,69.90%,81.00%,80.60%,80.00%
0460011,Easton School District,4,ELA,Male,55,37,48,42,42,48,70.90%,48.60%,52.10%,76.20%,59.50%,50.00%,90.50%,71.90%,76.60%,89.20%,81.60%,83.20%
0460011,Easton School District,4,Math,Female,45,57,42,47,50,42,68.90%,61.40%,52.40%,68.10%,62.00%,71.40%,94.50%,81.90%,80.90%,86.00%,86.60%,95.20%
0460011,Easton School District,4,Math,Male,55,37,47,42,42,48,65.50%,51.40%,53.20%,61.90%,69.00%,68.80%,93.00%,75.00%,77.00%,84.60%,93.90%,90.70%
0460011,Easton School District,5,ELA,Female,57,46,57,44,42,50,66.70%,54.30%,68.40%,47.70%,61.90%,40.00%,84.10%,68.50%,89.40%,64.90%,84.40%,56.20%
0460011,Easton School District,5,ELA,Male,55,55,40,51,39,44,61.80%,38.20%,47.50%,33.30%,56.40%,50.00%,84.70%,56.60%,74.50%,50.30%,83.90%,68.00%
0460011,Easton School District,5,Math,Female,57,46,57,44,42,50,75.40%,45.70%,43.90%,31.80%,54.80%,40.00%,88.90%,68.50%,58.90%,52.80%,79.50%,54.80%
0460011,Easton School District,5,Math,Male,56,55,40,51,39,44,66.10%,47.30%,42.50%,43.10%,41.00%,56.80%,92.30%,67.00%,57.10%,60.70%,69.90%,71.50%
0460011,Easton School District,6,ELA,Female,47,61,43,58,35,44,36.20%,44.30%,55.80%,60.30%,60.00%,61.40%,56.70%,56.10%,70.80%,75.90%,79.10%,73.80%
0460011,Easton School District,6,ELA,Male,49,57,55,39,55,43,49.00%,42.10%,54.50%,61.50%,67.30%,58.10%,65.30%,57.00%,72.10%,75.50%,81.70%,68.60%
0460011,Easton School District,6,Math,Female,47,61,44,58,35,44,66.00%,41.00%,59.10%,62.10%,71.40%,54.50%,84.30%,61.40%,83.30%,80.10%,86.80%,74.80%
0460011,Easton School District,6,Math,Male,49,57,55,39,55,43,57.10%,35.10%,72.70%,64.10%,81.80%,69.80%,72.50%,49.60%,88.90%,74.40%,93.50%,86.60%
0460011,Easton School District,7,ELA,Female,46,47,62,44,44,38,50.00%,61.70%,46.80%,52.30%,59.10%,52.60%,72.90%,81.30%,61.90%,70.20%,74.20%,64.40%
0460011,Easton School District,7,ELA,Male,46,46,55,58,54,55,58.70%,67.40%,32.70%,53.40%,46.30%,52.70%,76.80%,86.80%,48.50%,67.70%,58.60%,64.70%
0460011,Easton School District,7,Math,Female,47,46,62,45,44,38,66.00%,41.30%,30.60%,42.20%,56.80%,44.70%,86.70%,61.10%,47.60%,60.20%,69.90%,66.00%
0460011,Easton School District,7,Math,Male,46,46,55,57,54,55,60.90%,65.20%,34.50%,40.40%,50.00%,50.90%,75.40%,78.70%,50.60%,56.50%,66.90%,64.50%
0460011,Easton School District,8,ELA,Female,39,48,47,63,41,49,48.70%,41.70%,36.20%,46.00%,41.50%,57.10%,67.50%,53.20%,52.90%,60.90%,56.50%,69.80%
0460011,Easton School District,8,ELA,Male,61,44,46,55,54,55,57.40%,38.60%,34.80%,38.20%,29.60%,54.50%,73.50%,54.80%,44.80%,58.10%,39.60%,66.30%
0460011,Easton School District,8,Math,Female,36,48,46,63,41,49,75.00%,79.20%,41.30%,65.10%,51.20%,61.20%,89.00%,93.30%,57.50%,73.20%,65.60%,72.10%
0460011,Easton School District,8,Math,Male,58,44,46,55,53,55,65.50%,65.90%,41.30%,54.50%,54.70%,50.90%,84.00%,77.00%,52.80%,68.80%,70.40%,64.80%
2420014,EdAdvance,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,5,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,5,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,6,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,6,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,7,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,7,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,7,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,8,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,8,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0480011,Ellington School District,4,ELA,Female,95,103,94,85,95,89,52.60%,47.60%,54.30%,57.60%,56.80%,58.40%,72.90%,67.20%,76.40%,76.00%,75.70%,77.10%
0480011,Ellington School District,4,ELA,Male,100,81,106,109,109,94,51.00%,35.80%,48.10%,40.40%,58.70%,53.20%,80.60%,64.00%,67.60%,62.60%,77.10%,82.60%
0480011,Ellington School District,4,Math,Female,95,103,92,84,95,88,45.30%,30.10%,44.60%,44.00%,52.60%,61.40%,76.90%,58.20%,74.40%,73.60%,80.80%,84.90%
0480011,Ellington School District,4,Math,Male,100,81,104,109,109,94,56.00%,28.40%,58.70%,42.20%,62.40%,67.00%,85.40%,58.80%,81.60%,71.80%,86.50%,89.40%
0480011,Ellington School District,5,ELA,Female,102,102,104,90,85,94,56.90%,36.30%,35.60%,44.40%,43.50%,42.60%,80.20%,55.80%,61.10%,66.30%,65.50%,60.60%
0480011,Ellington School District,5,ELA,Male,108,102,82,108,87,115,43.50%,31.40%,32.90%,43.50%,42.50%,42.60%,64.60%,50.00%,53.70%,65.60%,58.90%,61.10%
0480011,Ellington School District,5,Math,Female,103,102,104,88,86,94,47.60%,30.40%,41.30%,48.90%,50.00%,54.30%,68.90%,51.00%,58.50%,71.30%,74.10%,78.20%
0480011,Ellington School District,5,Math,Male,108,102,82,106,88,115,52.80%,34.30%,37.80%,51.90%,51.10%,59.10%,72.00%,53.10%,53.40%,69.80%,70.10%,74.20%
0480011,Ellington School District,6,ELA,Female,112,102,99,109,91,88,52.70%,42.20%,45.50%,55.00%,53.80%,50.00%,67.20%,52.80%,64.20%,74.90%,74.00%,68.70%
0480011,Ellington School District,6,ELA,Male,97,105,97,83,85,89,40.20%,36.20%,46.40%,50.60%,47.10%,46.10%,54.50%,52.00%,65.40%,75.80%,68.30%,64.70%
0480011,Ellington School District,6,Math,Female,112,101,99,109,90,88,48.20%,57.40%,61.60%,68.80%,76.70%,75.00%,68.90%,74.40%,82.30%,87.10%,89.20%,90.50%
0480011,Ellington School District,6,Math,Male,97,105,97,83,85,89,45.40%,45.70%,51.50%,66.30%,80.00%,74.20%,63.50%,66.50%,72.60%,86.60%,95.80%,89.30%
0480011,Ellington School District,7,ELA,Female,89,118,105,103,85,97,51.70%,26.30%,51.40%,36.90%,38.80%,36.10%,70.10%,41.80%,68.00%,52.50%,53.50%,53.10%
0480011,Ellington School District,7,ELA,Male,109,97,106,105,98,87,36.70%,32.00%,39.60%,32.40%,34.70%,35.60%,53.60%,46.70%,54.50%,46.50%,49.90%,52.40%
0480011,Ellington School District,7,Math,Female,89,118,104,103,86,96,36.00%,39.80%,43.30%,44.70%,44.20%,39.60%,61.00%,58.20%,55.10%,62.30%,58.40%,56.20%
0480011,Ellington School District,7,Math,Male,109,97,106,104,98,87,50.50%,37.10%,36.80%,48.10%,31.60%,32.20%,68.70%,56.60%,49.90%,67.60%,46.20%,46.30%
0480011,Ellington School District,8,ELA,Female,92,97,116,102,84,91,37.00%,27.80%,60.30%,33.30%,38.10%,44.00%,58.30%,46.90%,77.90%,45.60%,57.70%,56.10%
0480011,Ellington School District,8,ELA,Male,109,110,97,109,108,106,30.30%,32.70%,41.20%,21.10%,38.90%,39.60%,50.70%,44.20%,56.30%,36.20%,53.90%,58.30%
0480011,Ellington School District,8,Math,Female,92,97,116,102,84,92,53.30%,52.60%,37.90%,34.30%,46.40%,46.70%,70.10%,69.30%,53.70%,48.60%,61.20%,61.70%
0480011,Ellington School District,8,Math,Male,109,110,97,109,108,103,39.40%,47.30%,33.00%,33.90%,47.20%,38.80%,61.60%,59.90%,43.90%,47.60%,61.80%,56.00%
2890013,Elm City College Preparatory School District,4,ELA,Female,32,29,30,29,33,25,84.40%,48.30%,40.00%,37.90%,60.60%,56.00%,100.00%,76.20%,60.70%,62.80%,82.80%,74.50%
2890013,Elm City College Preparatory School District,4,ELA,Male,30,33,29,33,28,36,66.70%,39.40%,37.90%,54.50%,46.40%,38.90%,89.10%,65.70%,57.50%,74.60%,61.40%,60.40%
2890013,Elm City College Preparatory School District,4,Math,Female,32,29,30,29,33,25,53.10%,10.30%,26.70%,20.70%,51.50%,52.00%,83.10%,29.20%,64.70%,39.60%,76.70%,78.20%
2890013,Elm City College Preparatory School District,4,Math,Male,30,32,29,33,27,36,46.70%,34.40%,31.00%,51.50%,44.40%,36.10%,73.20%,46.70%,61.70%,74.80%,77.50%,72.40%
2890013,Elm City College Preparatory School District,5,ELA,Female,37,28,31,33,36,32,35.10%,39.30%,41.90%,42.40%,19.40%,9.40%,60.60%,53.70%,69.30%,62.10%,51.10%,26.10%
2890013,Elm City College Preparatory School District,5,ELA,Male,29,32,31,26,24,25,31.00%,21.90%,29.00%,26.90%,33.30%,24.00%,59.80%,38.00%,61.30%,43.40%,52.00%,39.70%
2890013,Elm City College Preparatory School District,5,Math,Female,37,28,31,33,36,32,37.80%,17.90%,71.00%,39.40%,27.80%,12.50%,60.90%,40.80%,94.20%,62.00%,47.70%,35.50%
2890013,Elm City College Preparatory School District,5,Math,Male,29,32,31,26,24,25,31.00%,21.90%,41.90%,26.90%,12.50%,4.00%,47.40%,37.60%,61.70%,49.70%,32.40%,18.30%
2890013,Elm City College Preparatory School District,6,ELA,Female,44,37,27,32,24,38,59.10%,56.80%,51.90%,46.90%,45.80%,39.50%,81.90%,82.90%,66.60%,63.90%,69.40%,69.90%
2890013,Elm City College Preparatory School District,6,ELA,Male,22,24,34,28,28,23,45.50%,29.20%,44.10%,32.10%,50.00%,52.20%,63.70%,45.70%,59.20%,60.90%,60.80%,71.80%
2890013,Elm City College Preparatory School District,6,Math,Female,44,37,27,32,24,38,47.70%,64.90%,51.90%,34.40%,8.30%,28.90%,72.20%,86.40%,74.80%,49.30%,23.50%,39.50%
2890013,Elm City College Preparatory School District,6,Math,Male,22,24,32,28,27,23,54.50%,58.30%,37.50%,28.60%,7.40%,47.80%,69.50%,75.60%,59.30%,54.30%,21.10%,58.60%
2890013,Elm City College Preparatory School District,7,ELA,Female,39,44,35,25,27,26,51.30%,27.30%,42.90%,64.00%,55.60%,53.80%,75.10%,48.70%,53.70%,77.60%,82.70%,71.80%
2890013,Elm City College Preparatory School District,7,ELA,Male,19,21,26,33,27,32,*,19.00%,26.90%,48.50%,74.10%,65.60%,*,42.20%,51.90%,60.40%,89.20%,81.60%
2890013,Elm City College Preparatory School District,7,Math,Female,39,44,35,25,27,26,35.90%,45.50%,37.10%,44.00%,22.20%,42.30%,58.70%,64.60%,57.10%,61.40%,44.50%,69.20%
2890013,Elm City College Preparatory School District,7,Math,Male,19,21,26,33,26,32,*,19.00%,42.30%,48.50%,19.20%,59.40%,*,33.70%,57.20%,68.30%,44.50%,77.40%
2890013,Elm City College Preparatory School District,8,ELA,Female,33,38,39,30,33,26,48.50%,31.60%,64.10%,60.00%,51.50%,19.20%,68.20%,44.50%,82.90%,78.50%,72.40%,34.00%
2890013,Elm City College Preparatory School District,8,ELA,Male,25,19,18,27,29,31,76.00%,*,*,44.40%,51.70%,22.60%,85.00%,*,*,63.40%,66.50%,30.30%
2890013,Elm City College Preparatory School District,8,Math,Female,33,38,39,30,33,25,69.70%,71.10%,82.10%,63.30%,33.30%,20.00%,88.40%,88.10%,98.40%,74.20%,43.10%,40.00%
2890013,Elm City College Preparatory School District,8,Math,Male,25,19,18,27,29,30,52.00%,*,*,63.00%,17.20%,16.70%,68.30%,*,*,75.90%,31.90%,28.00%
2910013,Elm City Montessori School District,4,ELA,Female,*,*,*,7,8,12,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,4,ELA,Male,*,*,*,10,16,12,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,4,Math,Female,*,*,*,7,8,12,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,4,Math,Male,*,*,*,10,15,12,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,5,ELA,Female,*,*,*,*,10,8,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,5,ELA,Male,*,*,*,*,11,15,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,5,Math,Female,*,*,*,*,10,8,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,5,Math,Male,*,*,*,*,11,15,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,6,ELA,Female,*,*,*,*,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,6,ELA,Male,*,*,*,*,6,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,6,Math,Female,*,*,*,*,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,6,Math,Male,*,*,*,*,6,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,7,ELA,Female,*,*,*,*,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,7,ELA,Male,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,7,Math,Female,*,*,*,*,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,7,Math,Male,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,8,ELA,Female,*,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,8,ELA,Male,*,*,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,8,Math,Female,*,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,8,Math,Male,*,*,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*
0490011,Enfield School District,4,ELA,Female,191,172,152,185,145,132,51.80%,34.30%,43.40%,36.80%,44.10%,33.30%,75.70%,56.00%,67.70%,63.70%,66.90%,65.80%
0490011,Enfield School District,4,ELA,Male,159,182,176,176,159,141,42.80%,32.40%,35.80%,39.80%,37.10%,41.10%,70.10%,60.10%,65.10%,68.40%,64.40%,67.10%
0490011,Enfield School District,4,Math,Female,191,173,152,185,144,132,51.30%,37.00%,31.60%,47.60%,62.50%,40.90%,81.60%,68.80%,62.10%,77.80%,90.90%,72.30%
0490011,Enfield School District,4,Math,Male,159,183,176,176,159,141,54.10%,46.40%,33.00%,48.30%,56.00%,48.90%,81.30%,76.20%,63.10%,78.70%,81.90%,75.50%
0490011,Enfield School District,5,ELA,Female,177,192,173,153,180,157,54.20%,26.60%,38.20%,42.50%,47.80%,40.10%,75.90%,44.40%,61.60%,65.40%,71.20%,66.30%
0490011,Enfield School District,5,ELA,Male,193,158,187,174,164,171,42.00%,30.40%,34.20%,35.10%,42.70%,39.20%,68.00%,53.20%,58.90%,57.80%,66.40%,61.60%
0490011,Enfield School District,5,Math,Female,177,192,172,153,177,157,24.90%,21.90%,27.90%,40.50%,61.60%,32.50%,51.30%,43.40%,50.60%,63.50%,80.10%,59.20%
0490011,Enfield School District,5,Math,Male,194,158,184,173,164,171,28.40%,23.40%,26.10%,38.70%,62.20%,42.70%,54.30%,45.00%,48.00%,59.50%,82.20%,63.60%
0490011,Enfield School District,6,ELA,Female,162,171,176,173,161,182,33.30%,17.50%,35.20%,30.10%,36.00%,25.30%,51.10%,36.20%,51.90%,49.10%,54.10%,40.50%
0490011,Enfield School District,6,ELA,Male,151,186,158,182,162,170,34.40%,24.70%,22.20%,21.40%,40.10%,22.90%,53.90%,42.40%,38.30%,38.60%,59.20%,42.70%
0490011,Enfield School District,6,Math,Female,162,171,176,172,159,182,44.40%,50.30%,32.40%,45.30%,47.80%,28.00%,70.60%,70.60%,56.30%,67.60%,67.10%,45.30%
0490011,Enfield School District,6,Math,Male,150,186,158,181,159,168,36.00%,38.20%,20.30%,35.40%,44.00%,25.60%,60.30%,59.40%,37.50%,54.50%,66.70%,40.40%
0490011,Enfield School District,7,ELA,Female,177,171,163,175,161,161,39.00%,28.70%,31.30%,37.70%,39.10%,31.70%,64.10%,44.60%,50.90%,51.40%,59.60%,51.90%
0490011,Enfield School District,7,ELA,Male,179,153,187,168,173,164,44.70%,27.50%,29.40%,28.60%,27.70%,27.40%,64.90%,41.90%,45.60%,46.90%,48.50%,49.00%
0490011,Enfield School District,7,Math,Female,174,172,162,174,152,158,21.30%,19.80%,14.20%,23.60%,44.70%,30.40%,39.90%,33.50%,30.80%,39.90%,62.80%,50.60%
0490011,Enfield School District,7,Math,Male,179,152,186,168,166,161,23.50%,21.10%,23.70%,30.40%,48.20%,43.50%,44.00%,35.70%,37.60%,47.70%,68.80%,61.00%
0490011,Enfield School District,8,ELA,Female,160,174,164,176,138,171,58.10%,30.50%,42.10%,41.50%,20.30%,25.10%,75.40%,47.30%,63.20%,61.80%,38.80%,42.70%
0490011,Enfield School District,8,ELA,Male,165,189,155,196,160,189,46.70%,22.20%,31.00%,32.10%,26.90%,30.70%,66.30%,39.60%,46.60%,51.20%,44.50%,48.00%
0490011,Enfield School District,8,Math,Female,158,174,165,173,131,169,32.30%,21.80%,31.50%,19.70%,25.20%,34.30%,53.50%,37.20%,50.30%,34.10%,37.00%,47.90%
0490011,Enfield School District,8,Math,Male,165,189,155,194,150,187,29.10%,19.00%,38.10%,23.20%,21.30%,21.90%,46.00%,34.20%,54.20%,34.20%,35.00%,35.50%
0500011,Essex School District,4,ELA,Female,21,13,27,27,21,15,66.70%,*,48.10%,63.00%,57.10%,*,84.50%,*,65.90%,90.10%,78.10%,*
0500011,Essex School District,4,ELA,Male,31,23,27,12,16,22,48.40%,39.10%,51.90%,*,*,45.50%,64.30%,68.90%,67.00%,*,*,74.40%
0500011,Essex School District,4,Math,Female,21,13,27,27,21,15,28.60%,*,18.50%,74.10%,33.30%,*,75.30%,*,39.50%,96.00%,68.40%,*
0500011,Essex School District,4,Math,Male,32,23,27,12,16,22,53.10%,26.10%,29.60%,*,*,59.10%,76.60%,67.80%,66.80%,*,*,85.80%
0500011,Essex School District,5,ELA,Female,30,22,14,30,18,19,50.00%,40.90%,*,70.00%,*,*,74.30%,63.80%,*,88.00%,*,*
0500011,Essex School District,5,ELA,Male,22,31,24,28,19,16,45.50%,45.20%,54.20%,57.10%,*,*,72.70%,62.80%,78.30%,88.60%,*,*
0500011,Essex School District,5,Math,Female,30,22,14,30,18,19,60.00%,50.00%,*,70.00%,*,*,87.50%,65.40%,*,93.30%,*,*
0500011,Essex School District,5,Math,Male,22,31,24,28,19,16,77.30%,54.80%,41.70%,60.70%,*,*,90.60%,77.80%,56.50%,84.60%,*,*
0500011,Essex School District,6,ELA,Female,38,29,23,14,18,18,44.70%,51.70%,60.90%,*,*,*,62.20%,76.20%,82.30%,*,*,*
