"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
2410014,Capitol Region Education Council,2411514,Soundbridge @ Chippens Hill MS Bristol,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411514,Soundbridge @ Chippens Hill MS Bristol,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411514,Soundbridge @ Chippens Hill MS Bristol,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411514,Soundbridge @ Chippens Hill MS Bristol,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411214,Soundbridge @ Museum Academy,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411214,Soundbridge @ Museum Academy,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411214,Soundbridge @ Museum Academy,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2411214,Soundbridge @ Museum Academy,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,4,ELA,55,53,62,65,56,62,63.60%,62.30%,54.80%,52.30%,37.50%,41.90%,83.90%,82.20%,77.20%,75.50%,66.80%,70.30%
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,4,Math,55,53,62,65,56,62,63.60%,88.70%,53.20%,40.00%,37.50%,62.90%,88.80%,100.00%,82.70%,70.10%,65.50%,91.50%
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,5,ELA,56,56,46,62,65,58,50.00%,35.70%,39.10%,41.90%,35.40%,29.30%,72.70%,63.30%,63.00%,69.20%,58.70%,48.30%
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,5,Math,56,56,46,62,65,58,73.20%,50.00%,23.90%,50.00%,27.70%,39.70%,90.60%,69.30%,39.40%,72.10%,51.30%,63.50%
0240011,Chaplin School District,0240211,Chaplin Elementary School,4,ELA,13,19,11,21,16,13,*,*,*,23.80%,*,*,*,*,*,35.80%,*,*
0240011,Chaplin School District,0240211,Chaplin Elementary School,4,Math,13,18,11,20,16,13,*,*,*,20.00%,*,*,*,*,*,37.80%,*,*
0240011,Chaplin School District,0240211,Chaplin Elementary School,5,ELA,16,13,20,9,13,18,*,*,45.00%,*,*,*,*,*,68.60%,*,*,*
0240011,Chaplin School District,0240211,Chaplin Elementary School,5,Math,15,13,20,9,13,18,*,*,65.00%,*,*,*,*,*,86.00%,*,*,*
0240011,Chaplin School District,0240211,Chaplin Elementary School,6,ELA,14,18,15,21,26,15,*,*,*,28.60%,38.50%,*,*,*,*,48.40%,63.80%,*
0240011,Chaplin School District,0240211,Chaplin Elementary School,6,Math,14,18,15,21,26,15,*,*,*,61.90%,38.50%,*,*,*,*,94.30%,68.90%,*
0250011,Cheshire School District,0250111,Chapman School,4,ELA,40,48,47,40,53,43,65.00%,52.10%,48.90%,52.50%,47.20%,46.50%,87.70%,70.10%,74.20%,71.60%,66.40%,69.50%
0250011,Cheshire School District,0250111,Chapman School,4,Math,40,48,47,40,52,43,62.50%,39.60%,48.90%,45.00%,25.00%,37.20%,87.20%,67.60%,73.00%,76.10%,52.90%,62.70%
0250011,Cheshire School District,0250111,Chapman School,5,ELA,52,41,48,49,*,56,61.50%,41.50%,72.90%,71.40%,67.50%,75.00%,81.40%,69.80%,92.20%,90.70%,81.30%,92.90%
0250011,Cheshire School District,0250111,Chapman School,5,Math,52,41,48,49,*,56,84.60%,78.00%,79.20%,79.60%,92.50%,100.00%,100.00%,95.50%,95.50%,95.00%,100.00%,100.00%
0250011,Cheshire School District,0250111,Chapman School,6,ELA,60,53,42,49,46,43,63.30%,62.30%,71.40%,59.20%,39.10%,44.20%,76.90%,81.10%,85.70%,75.90%,53.70%,60.30%
0250011,Cheshire School District,0250111,Chapman School,6,Math,60,53,42,49,46,43,63.30%,60.40%,69.00%,49.00%,71.70%,60.50%,81.70%,78.80%,82.00%,67.30%,91.00%,72.00%
0250011,Cheshire School District,0255111,Dodd Middle School,7,ELA,353,382,344,295,274,300,39.10%,33.50%,46.50%,49.50%,30.70%,37.00%,55.70%,47.10%,60.20%,64.20%,46.30%,54.60%
0250011,Cheshire School District,0255111,Dodd Middle School,7,Math,355,380,344,293,273,299,40.60%,32.60%,40.10%,46.80%,41.40%,45.20%,56.80%,47.20%,52.60%,63.00%,55.20%,56.50%
0250011,Cheshire School District,0255111,Dodd Middle School,8,ELA,344,358,398,353,290,293,45.90%,39.10%,49.00%,50.10%,35.50%,51.50%,60.90%,56.40%,65.60%,63.00%,47.60%,68.40%
0250011,Cheshire School District,0255111,Dodd Middle School,8,Math,343,357,395,353,287,289,55.40%,47.90%,44.80%,65.70%,37.60%,47.80%,71.60%,65.20%,60.00%,80.20%,50.70%,61.50%
0250011,Cheshire School District,0250611,Doolittle School,4,ELA,83,65,66,75,79,79,65.10%,53.80%,37.90%,53.30%,46.80%,39.20%,84.70%,76.10%,60.90%,74.40%,68.30%,74.10%
0250011,Cheshire School District,0250611,Doolittle School,4,Math,83,65,66,75,78,79,47.00%,35.40%,25.80%,50.70%,52.60%,68.40%,76.50%,62.90%,55.10%,77.90%,77.80%,91.80%
0250011,Cheshire School District,0250611,Doolittle School,5,ELA,90,83,74,65,66,83,56.70%,47.00%,54.10%,60.00%,53.00%,55.40%,78.20%,70.80%,73.10%,81.70%,74.40%,76.30%
0250011,Cheshire School District,0250611,Doolittle School,5,Math,90,83,74,65,66,83,40.00%,56.60%,50.00%,80.00%,56.10%,65.10%,64.20%,78.40%,70.30%,98.90%,80.10%,85.20%
0250011,Cheshire School District,0250611,Doolittle School,6,ELA,99,92,89,77,69,69,49.50%,59.80%,51.70%,53.20%,44.90%,49.30%,63.90%,76.30%,67.90%,73.70%,65.50%,64.40%
0250011,Cheshire School District,0250611,Doolittle School,6,Math,99,92,89,77,69,69,54.50%,76.10%,48.30%,48.10%,49.30%,47.80%,72.90%,87.70%,66.70%,75.20%,68.00%,65.10%
0250011,Cheshire School District,0250411,Highland School,4,ELA,106,106,88,103,104,107,57.50%,49.10%,63.60%,51.50%,47.10%,51.40%,76.60%,68.50%,82.40%,74.20%,69.00%,71.00%
0250011,Cheshire School District,0250411,Highland School,4,Math,106,106,88,103,104,106,48.10%,39.60%,53.40%,44.70%,42.30%,39.60%,75.50%,65.80%,74.90%,66.70%,67.10%,61.90%
0250011,Cheshire School District,0250411,Highland School,5,ELA,125,106,109,94,100,105,61.60%,64.20%,68.80%,72.30%,52.00%,73.30%,85.10%,83.90%,86.50%,88.00%,72.90%,91.90%
0250011,Cheshire School District,0250411,Highland School,5,Math,125,106,109,94,100,105,68.80%,67.90%,67.90%,83.00%,60.00%,73.30%,89.30%,87.90%,87.80%,98.20%,80.90%,91.30%
0250011,Cheshire School District,0250411,Highland School,6,ELA,136,130,109,117,109,108,50.70%,33.80%,46.80%,43.60%,45.90%,49.10%,63.30%,51.30%,63.40%,56.50%,58.50%,66.10%
0250011,Cheshire School District,0250411,Highland School,6,Math,136,130,109,117,109,108,49.30%,60.80%,52.30%,47.00%,68.80%,63.90%,68.70%,78.50%,69.00%,63.60%,85.70%,80.30%
0250011,Cheshire School District,0250711,Highland School Autism Program,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0250011,Cheshire School District,0250711,Highland School Autism Program,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0250011,Cheshire School District,0250511,Norton School,4,ELA,47,69,61,46,57,76,78.70%,53.60%,80.30%,80.40%,64.90%,61.80%,92.20%,75.70%,96.80%,94.40%,90.80%,86.30%
0250011,Cheshire School District,0250511,Norton School,4,Math,47,69,61,46,57,76,57.40%,56.50%,70.50%,67.40%,56.10%,67.10%,80.20%,86.40%,96.90%,91.00%,79.20%,88.00%
0250011,Cheshire School District,0250511,Norton School,5,ELA,70,49,70,64,62,60,68.60%,40.80%,47.10%,54.70%,61.30%,55.00%,86.50%,60.60%,67.10%,71.70%,80.80%,76.60%
0250011,Cheshire School District,0250511,Norton School,5,Math,70,49,70,64,62,60,60.00%,34.70%,64.30%,73.40%,59.70%,68.30%,82.60%,54.50%,81.00%,92.10%,83.90%,91.60%
0250011,Cheshire School District,0250511,Norton School,6,ELA,81,69,51,72,60,63,63.00%,58.00%,43.10%,59.70%,35.00%,34.90%,84.90%,73.80%,66.70%,76.00%,50.90%,46.50%
0250011,Cheshire School District,0250511,Norton School,6,Math,81,69,50,72,60,63,66.70%,72.50%,78.00%,68.10%,78.30%,74.60%,89.90%,87.50%,94.10%,88.60%,96.40%,92.70%
0260011,Chester School District,0260111,Chester Elementary School,4,ELA,27,26,26,26,30,23,48.10%,50.00%,50.00%,57.70%,46.70%,30.40%,66.40%,64.00%,73.10%,74.90%,80.40%,56.20%
0260011,Chester School District,0260111,Chester Elementary School,4,Math,27,26,26,26,30,23,37.00%,38.50%,34.60%,53.80%,70.00%,26.10%,63.80%,57.70%,65.90%,70.70%,91.00%,47.10%
0260011,Chester School District,0260111,Chester Elementary School,5,ELA,34,29,29,25,28,35,52.90%,72.40%,62.10%,52.00%,46.40%,42.90%,76.50%,96.40%,82.20%,69.60%,64.30%,56.60%
0260011,Chester School District,0260111,Chester Elementary School,5,Math,34,29,29,25,28,35,44.10%,62.10%,41.40%,60.00%,67.90%,54.30%,60.20%,78.80%,58.20%,75.30%,86.00%,73.20%
0260011,Chester School District,0260111,Chester Elementary School,6,ELA,39,34,29,31,21,26,48.70%,61.80%,65.50%,58.10%,19.00%,65.40%,63.20%,78.10%,77.70%,88.60%,37.60%,81.50%
0260011,Chester School District,0260111,Chester Elementary School,6,Math,39,34,29,31,21,26,76.90%,79.40%,62.10%,83.90%,71.40%,61.50%,94.20%,99.90%,84.70%,100.00%,94.80%,77.40%
0270011,Clinton School District,0270111,Abraham Pierson School,4,ELA,134,136,133,106,*,*,38.80%,30.10%,38.30%,37.70%,*,*,66.80%,55.70%,62.30%,61.80%,*,*
0270011,Clinton School District,0270111,Abraham Pierson School,4,Math,134,136,135,106,*,*,53.00%,45.60%,41.50%,54.70%,*,*,84.60%,76.00%,69.70%,84.30%,*,*
0270011,Clinton School District,0270111,Abraham Pierson School,5,ELA,167,135,130,137,*,*,44.90%,36.30%,26.20%,46.70%,*,*,68.20%,62.60%,50.80%,71.60%,*,*
0270011,Clinton School District,0270111,Abraham Pierson School,5,Math,167,135,132,137,*,*,49.70%,48.90%,35.60%,65.00%,*,*,69.60%,74.50%,59.90%,86.70%,*,*
0270011,Clinton School District,0275111,Jared Eliot School,5,ELA,*,*,*,*,93,100,*,*,*,*,44.10%,21.00%,*,*,*,*,70.30%,41.20%
0270011,Clinton School District,0275111,Jared Eliot School,5,Math,*,*,*,*,93,100,*,*,*,*,62.40%,42.00%,*,*,*,*,86.40%,69.70%
0270011,Clinton School District,0275111,Jared Eliot School,6,ELA,130,167,134,128,107,93,40.80%,38.30%,29.10%,36.70%,37.40%,41.90%,61.90%,56.00%,43.30%,54.30%,56.20%,63.30%
0270011,Clinton School District,0275111,Jared Eliot School,6,Math,131,167,134,128,105,92,47.30%,41.90%,23.90%,28.90%,35.20%,34.80%,69.00%,62.10%,42.30%,50.70%,52.60%,62.30%
0270011,Clinton School District,0275111,Jared Eliot School,7,ELA,141,126,162,133,100,101,37.60%,28.60%,23.50%,45.90%,37.00%,28.70%,50.40%,47.30%,36.70%,63.40%,62.60%,50.20%
0270011,Clinton School District,0275111,Jared Eliot School,7,Math,141,127,162,133,100,101,36.20%,30.70%,21.60%,48.90%,39.00%,41.60%,53.00%,46.20%,33.10%,71.40%,59.40%,59.90%
0270011,Clinton School District,0275111,Jared Eliot School,8,ELA,153,132,124,154,121,100,51.60%,27.30%,30.60%,40.30%,25.60%,32.00%,68.20%,41.90%,47.10%,58.00%,40.80%,47.00%
0270011,Clinton School District,0275111,Jared Eliot School,8,Math,154,131,124,154,121,99,55.80%,54.20%,44.40%,61.00%,40.50%,61.60%,72.90%,71.80%,61.80%,78.00%,54.70%,79.70%
0270011,Clinton School District,0270311,Lewin G. Joel Jr. School,4,ELA,*,*,*,*,92,103,*,*,*,*,42.40%,26.20%,*,*,*,*,64.20%,52.70%
0270011,Clinton School District,0270311,Lewin G. Joel Jr. School,4,Math,*,*,*,*,92,103,*,*,*,*,37.00%,38.80%,*,*,*,*,64.60%,67.20%
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,4,ELA,160,156,164,158,145,133,56.90%,42.90%,41.50%,41.10%,39.30%,40.60%,79.90%,67.30%,67.60%,65.40%,66.00%,64.00%
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,4,Math,160,155,164,157,145,133,47.50%,44.50%,39.00%,42.00%,56.60%,46.60%,80.80%,75.40%,73.40%,75.10%,84.10%,71.80%
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,5,ELA,192,155,164,168,137,145,51.60%,41.90%,45.10%,53.00%,43.10%,46.20%,78.70%,66.20%,69.80%,74.40%,66.60%,69.60%
0280011,Colchester School District,0280211,Jack Jackter Intermediate School,5,Math,193,155,164,168,137,145,67.90%,53.50%,56.70%,63.10%,46.70%,50.30%,88.20%,73.10%,77.60%,85.90%,69.40%,71.90%
0280011,Colchester School District,0285111,William J. Johnston Middle School,6,ELA,201,178,159,158,145,150,51.70%,30.90%,40.90%,37.30%,26.20%,24.70%,71.00%,45.70%,60.00%,54.70%,43.00%,43.80%
0280011,Colchester School District,0285111,William J. Johnston Middle School,6,Math,201,178,159,158,145,149,21.90%,43.30%,57.20%,53.80%,54.50%,53.00%,32.80%,59.80%,76.20%,74.80%,72.20%,76.20%
0280011,Colchester School District,0285111,William J. Johnston Middle School,7,ELA,191,207,178,161,150,149,39.80%,34.30%,41.60%,34.80%,46.70%,49.00%,58.60%,49.90%,63.30%,49.20%,59.90%,63.20%
0280011,Colchester School District,0285111,William J. Johnston Middle School,7,Math,190,207,178,161,150,149,22.10%,61.40%,52.20%,48.40%,62.70%,65.10%,36.80%,79.40%,67.60%,66.80%,79.20%,80.50%
0280011,Colchester School District,0285111,William J. Johnston Middle School,8,ELA,187,192,200,179,154,150,43.90%,36.50%,43.00%,38.50%,40.90%,36.70%,60.00%,52.00%,60.40%,57.70%,56.90%,54.40%
0280011,Colchester School District,0285111,William J. Johnston Middle School,8,Math,187,192,200,179,155,149,55.10%,78.60%,65.00%,63.70%,61.30%,63.80%,75.00%,93.80%,81.00%,77.20%,79.30%,80.40%
0290011,Colebrook School District,0290111,Colebrook Consolidated School,4,ELA,9,11,12,10,13,6,*,*,*,*,*,*,*,*,*,*,*,*
0290011,Colebrook School District,0290111,Colebrook Consolidated School,4,Math,9,11,12,10,13,6,*,*,*,*,*,*,*,*,*,*,*,*
0290011,Colebrook School District,0290111,Colebrook Consolidated School,5,ELA,9,9,13,10,12,13,*,*,*,*,*,*,*,*,*,*,*,*
0290011,Colebrook School District,0290111,Colebrook Consolidated School,5,Math,9,9,13,10,12,13,*,*,*,*,*,*,*,*,*,*,*,*
0290011,Colebrook School District,0290111,Colebrook Consolidated School,6,ELA,13,10,8,15,13,13,*,*,*,*,*,*,*,*,*,*,*,*
0290011,Colebrook School District,0290111,Colebrook Consolidated School,6,Math,13,10,8,15,13,13,*,*,*,*,*,*,*,*,*,*,*,*
0300011,Columbia School District,0300111,Horace W. Porter School,4,ELA,34,41,42,29,46,41,73.50%,36.60%,59.50%,72.40%,21.70%,29.30%,98.70%,69.40%,84.50%,95.30%,51.70%,56.40%
0300011,Columbia School District,0300111,Horace W. Porter School,4,Math,34,41,41,29,46,41,58.80%,41.50%,43.90%,34.50%,52.20%,46.30%,89.30%,74.80%,85.20%,69.10%,81.90%,72.10%
0300011,Columbia School District,0300111,Horace W. Porter School,5,ELA,51,33,41,40,45,56,39.20%,33.30%,36.60%,35.00%,40.00%,44.60%,58.60%,50.40%,51.20%,62.80%,61.70%,67.90%
0300011,Columbia School District,0300111,Horace W. Porter School,5,Math,51,33,41,39,46,56,17.60%,27.30%,22.00%,20.50%,52.20%,37.50%,44.30%,57.40%,47.80%,42.10%,76.90%,59.90%
0300011,Columbia School District,0300111,Horace W. Porter School,6,ELA,36,50,38,43,42,52,47.20%,36.00%,50.00%,51.20%,40.50%,30.80%,70.90%,53.90%,65.70%,61.90%,70.60%,53.60%
0300011,Columbia School District,0300111,Horace W. Porter School,6,Math,36,50,38,42,42,52,33.30%,68.00%,47.40%,31.00%,73.80%,32.70%,62.20%,89.30%,70.20%,53.70%,90.30%,53.30%
0300011,Columbia School District,0300111,Horace W. Porter School,7,ELA,47,37,51,38,35,42,48.90%,21.60%,39.20%,47.40%,40.00%,42.90%,68.00%,41.30%,56.80%,69.90%,65.10%,64.10%
0300011,Columbia School District,0300111,Horace W. Porter School,7,Math,47,37,51,38,35,41,31.90%,27.00%,23.50%,39.50%,65.70%,46.30%,52.70%,43.10%,37.10%,59.00%,84.10%,67.10%
0300011,Columbia School District,0300111,Horace W. Porter School,8,ELA,58,51,42,51,40,39,39.70%,25.50%,54.80%,35.30%,35.00%,33.30%,55.20%,34.00%,69.80%,53.10%,49.90%,49.30%
0300011,Columbia School District,0300111,Horace W. Porter School,8,Math,57,51,42,50,40,38,50.90%,31.40%,40.50%,32.00%,40.00%,31.60%,66.40%,51.90%,49.40%,50.50%,60.10%,41.80%
2430014,Cooperative Educational Services,2439214,Developmental Learning Center (DLC),8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439214,Developmental Learning Center (DLC),8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,4,ELA,57,47,39,37,36,40,52.60%,25.50%,33.30%,40.50%,52.80%,32.50%,74.50%,41.10%,64.10%,62.00%,83.60%,56.70%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,4,Math,59,47,39,37,36,40,30.50%,25.50%,48.70%,32.40%,72.20%,40.00%,53.20%,71.00%,80.90%,67.60%,98.60%,75.90%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,5,ELA,40,56,45,40,31,35,25.00%,21.40%,40.00%,35.00%,29.00%,34.30%,49.90%,46.60%,72.50%,66.10%,66.40%,55.90%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,5,Math,40,55,45,40,31,35,45.00%,61.80%,66.70%,57.50%,83.90%,74.30%,65.60%,78.30%,85.00%,81.30%,100.00%,91.70%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,6,ELA,43,37,46,38,47,31,48.80%,37.80%,47.80%,55.30%,34.00%,35.50%,70.20%,54.10%,68.30%,71.00%,63.00%,60.00%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,6,Math,43,37,46,38,47,31,62.80%,45.90%,47.80%,52.60%,48.90%,32.30%,83.80%,67.50%,67.00%,73.20%,64.30%,51.10%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,7,ELA,29,40,35,46,34,47,20.70%,37.50%,40.00%,30.40%,35.30%,27.70%,39.80%,54.80%,64.70%,54.00%,54.50%,52.80%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,7,Math,29,41,35,46,34,47,20.70%,12.20%,25.70%,30.40%,29.40%,12.80%,33.90%,24.00%,36.70%,45.50%,45.90%,34.80%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,8,ELA,28,27,40,33,27,35,42.90%,29.60%,50.00%,51.50%,48.10%,22.90%,62.80%,49.40%,59.50%,70.10%,62.40%,39.90%
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,8,Math,28,27,40,33,27,35,42.90%,22.20%,40.00%,27.30%,22.20%,34.30%,61.30%,34.60%,61.30%,37.60%,41.20%,49.60%
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,4,ELA,10,6,9,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,4,Math,9,6,9,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,5,ELA,10,9,7,12,10,9,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,5,Math,10,9,7,13,9,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,6,ELA,14,9,12,8,10,*,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,6,Math,14,9,12,8,9,8,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,7,ELA,12,15,8,11,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,7,Math,12,15,8,11,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,8,ELA,24,9,18,11,10,8,16.70%,*,*,*,*,*,40.60%,*,*,*,*,*
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,8,Math,24,9,18,11,10,8,29.20%,*,*,*,*,*,48.00%,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,4,ELA,*,12,11,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,4,Math,*,12,11,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,5,ELA,10,*,12,12,*,8,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,5,Math,10,*,12,12,*,8,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,6,ELA,*,10,*,11,12,*,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,6,Math,*,10,*,11,12,*,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,7,ELA,11,*,10,*,*,12,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,7,Math,11,*,10,*,*,12,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,8,ELA,19,9,*,9,19,10,*,*,*,*,*,*,*,*,*,*,*,*
0310011,Cornwall School District,0310111,Cornwall Consolidated School,8,Math,19,9,*,9,19,10,*,*,*,*,*,*,*,*,*,*,*,*
0320011,Coventry School District,0325111,Capt. Nathan Hale School,6,ELA,119,115,122,113,120,116,47.90%,43.50%,46.70%,49.60%,45.00%,32.80%,70.70%,60.20%,68.80%,67.40%,65.70%,50.10%
0320011,Coventry School District,0325111,Capt. Nathan Hale School,6,Math,119,113,122,113,119,116,42.90%,43.40%,36.90%,40.70%,22.70%,24.10%,61.90%,64.70%,62.20%,60.40%,36.40%,32.50%
0320011,Coventry School District,0325111,Capt. Nathan Hale School,7,ELA,123,123,115,122,119,125,64.20%,40.70%,46.10%,48.40%,41.20%,39.20%,83.80%,57.10%,65.90%,67.90%,61.50%,58.40%
0320011,Coventry School District,0325111,Capt. Nathan Hale School,7,Math,123,120,111,122,115,124,59.30%,44.20%,36.00%,38.50%,39.10%,59.70%,83.30%,63.20%,57.00%,58.50%,56.00%,77.60%
0320011,Coventry School District,0325111,Capt. Nathan Hale School,8,ELA,131,126,123,*,140,120,58.80%,42.90%,41.50%,50.50%,47.10%,57.50%,78.60%,56.20%,54.30%,67.70%,62.10%,73.20%
0320011,Coventry School District,0325111,Capt. Nathan Hale School,8,Math,130,126,120,*,135,120,55.40%,61.90%,40.00%,36.70%,31.90%,46.70%,74.30%,80.10%,56.50%,53.10%,47.80%,60.10%
0320011,Coventry School District,0320111,Coventry Academy,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0320011,Coventry School District,0320111,Coventry Academy,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0320011,Coventry School District,0320411,George Hersey Robertson School,4,ELA,118,119,135,113,125,96,61.90%,63.90%,70.40%,68.10%,53.60%,49.00%,82.00%,84.30%,89.60%,83.80%,77.60%,68.50%
0320011,Coventry School District,0320411,George Hersey Robertson School,4,Math,118,119,135,113,125,95,65.30%,68.10%,72.60%,77.90%,44.00%,50.50%,90.60%,93.60%,94.40%,99.20%,70.40%,80.70%
0320011,Coventry School District,0320411,George Hersey Robertson School,5,ELA,115,123,118,136,117,127,39.10%,40.70%,58.50%,55.90%,42.70%,53.50%,67.30%,64.50%,77.30%,74.30%,61.70%,68.20%
